course_id,tuition_fee,waitlist,retention_rate,feedback_score,faculty_rating,capacity,enrollment
175,48264,5,0.91,1.9,2.6,82,115
185,20034,43,0.86,1.7,2.1,74,137
197,84278,35,0.77,2.8,3.1,95,159
180,49052,38,0.57,1.8,4.1,82,151
179,73132,11,0.52,2.6,3.3,34,93
113,30404,1,0.78,4.2,2.3,76,121
164,78178,49,0.91,2.1,2.1,53,134
192,70855,4,0.66,2.9,2.8,58,105
187,37829,1,0.76,3.1,2.1,103,125
160,81024,26,0.84,2.2,2.3,104,142
174,45609,6,0.68,3.5,3.4,62,122
139,94460,45,0.92,4.1,5.0,36,169
146,94362,34,0.85,2.8,4.0,31,127
122,90940,40,0.77,3.2,4.1,85,169
178,34469,25,0.67,2.8,4.8,94,159
170,79430,26,0.78,2.4,4.1,104,160
114,71483,47,0.85,3.1,4.3,107,191
124,80862,4,0.88,4.3,3.3,79,140
114,96916,48,0.76,2.9,3.2,50,147
132,92626,9,0.92,4.8,4.8,74,157
104,90259,33,0.7,3.6,2.1,71,139
104,36550,18,0.7,3.4,3.4,70,132
165,33356,44,0.87,3.3,3.7,58,157
125,88382,33,0.71,4.3,4.0,91,178
111,89486,47,0.77,3.7,3.7,107,190
170,42789,47,0.71,4.6,4.5,78,193
158,21005,38,0.93,4.5,4.4,105,200
198,81364,1,0.67,4.8,4.3,96,155
104,89765,3,0.65,3.5,4.6,86,142
136,53552,29,0.51,3.5,2.8,77,143
110,73053,13,0.82,3.6,4.3,103,164
142,53310,34,0.72,1.3,2.5,38,107
177,39565,26,0.63,2.2,2.2,68,118
149,30541,5,0.9,2.1,3.8,114,141
195,27029,45,0.58,3.7,3.2,94,175
136,61270,23,0.77,4.1,4.7,55,150
107,59580,18,0.73,3.4,4.0,43,123
195,88604,33,0.93,1.4,2.9,67,131
139,67035,16,0.66,4.1,3.3,118,166
131,94370,23,0.52,2.4,3.2,32,100
113,59575,34,0.88,2.9,4.5,48,144
155,59376,20,0.8,4.2,4.6,112,180
127,97505,40,0.64,3.0,2.9,81,153
117,42560,21,0.76,4.6,4.8,35,138
193,35005,34,0.86,4.4,3.7,40,149
169,31009,45,0.56,4.9,3.6,70,176
150,56543,4,0.84,1.1,3.6,49,91
191,89493,2,0.79,3.9,2.7,96,139
192,60525,16,0.86,1.7,4.8,107,155
127,77388,9,0.85,3.2,2.8,101,140
161,47571,5,0.91,3.6,3.8,54,122
139,91646,6,0.64,3.7,2.4,62,109
146,67186,41,0.54,3.8,4.3,117,194
136,98562,31,0.66,1.0,4.2,48,114
165,33009,49,0.68,2.9,2.3,109,172
102,64900,13,0.51,4.0,2.6,38,104
110,22372,27,0.79,3.8,2.9,72,150
162,68077,43,0.62,3.6,4.5,106,193
114,78022,20,0.84,4.4,2.1,104,160
134,70147,48,0.78,3.0,3.9,85,174
181,21218,30,0.82,4.7,2.3,66,149
155,74048,15,0.9,3.5,3.2,120,167
160,84105,45,0.93,2.9,2.7,102,177
188,56534,1,0.75,1.0,3.6,53,87
186,39368,38,0.54,3.1,4.0,86,162
137,99796,37,0.88,4.6,3.8,80,182
144,51515,49,0.52,1.8,4.8,90,171
193,74566,9,0.54,3.6,4.8,96,152
171,49884,5,0.95,4.6,2.3,112,155
126,90376,16,0.89,2.1,4.4,92,144
181,70834,7,0.69,2.0,2.5,60,97
132,95538,35,0.71,2.9,3.5,67,149
192,30455,14,0.93,1.9,4.6,33,106
148,24136,42,0.84,3.7,4.3,70,174
159,77634,13,0.77,2.4,2.2,52,101
126,49641,45,0.79,4.3,2.3,114,188
133,38365,6,0.92,4.9,2.3,79,137
184,37670,23,0.62,1.9,3.3,114,148
127,75479,42,0.61,1.5,4.0,57,134
100,54774,22,0.64,4.9,2.8,49,137
106,62611,43,0.69,1.5,3.4,106,161
181,27367,11,0.77,3.4,2.9,70,127
137,27067,45,0.63,3.9,4.4,79,179
174,25597,47,0.81,2.3,3.9,96,172
165,92206,7,0.84,4.2,2.3,116,151
123,48993,20,0.7,1.8,3.4,93,136
159,27119,0,0.51,4.4,3.6,94,141
136,22725,20,0.63,3.9,2.5,48,118
187,23627,40,0.67,2.7,2.8,84,153
146,49373,34,0.84,1.1,4.1,80,143
163,48877,35,0.53,4.6,3.3,102,181
185,27144,28,0.82,1.1,4.6,78,139
200,84549,23,0.71,1.8,3.5,92,140
100,49832,11,0.84,3.1,2.6,92,131
147,78350,20,0.9,4.6,4.6,65,157
103,91812,38,0.6,4.4,4.2,32,144
179,69683,17,0.52,1.5,4.1,57,112
149,50922,23,0.58,3.8,4.1,32,127
199,56586,49,0.9,1.4,4.0,95,168
114,50119,29,0.75,3.3,2.5,32,118
159,95208,16,0.92,2.2,2.7,92,133
119,51418,16,0.82,3.7,2.2,86,136
171,86231,9,0.77,2.4,4.1,40,102
118,81109,46,0.81,2.1,2.4,44,130
158,20072,35,0.81,2.9,2.2,68,136
124,20688,38,0.87,1.7,4.1,34,128
131,71276,49,0.9,3.5,3.8,68,170
154,24392,47,0.55,4.5,4.8,117,209
124,76468,50,0.62,2.7,2.7,66,151
130,98322,0,0.92,4.1,3.7,104,148
188,79607,29,0.68,4.6,4.5,57,155
198,63720,30,0.53,3.9,2.3,74,143
107,49834,34,0.7,2.0,2.2,74,129
124,49302,36,0.82,1.2,4.1,78,143
116,82898,9,0.93,1.6,4.4,49,107
116,83048,41,0.88,3.9,3.9,109,197
136,38534,24,0.59,2.1,3.5,81,130
193,60121,24,0.69,3.6,4.8,50,144
111,52384,20,0.9,2.0,2.6,59,114
121,73535,3,0.86,2.8,4.7,56,118
163,44238,18,0.57,2.4,3.6,100,139
171,49598,16,0.88,2.4,2.2,107,139
118,97351,37,0.76,2.4,2.7,98,157
157,70516,2,0.68,3.0,4.2,58,111
167,99418,4,0.61,1.9,4.8,113,139
188,91836,25,0.78,1.6,2.2,66,113
118,58414,1,0.69,3.3,2.0,32,84
146,80382,45,0.74,1.5,2.4,102,158
126,33659,6,0.93,1.3,4.9,95,131
129,38980,25,0.85,2.7,3.3,97,151
184,61595,5,0.6,2.6,4.8,70,121
162,72000,47,0.89,3.7,4.4,37,162
177,89651,14,0.82,5.0,3.7,105,173
173,65723,16,0.84,1.7,2.5,45,93
195,44465,26,0.65,3.4,3.1,112,162
186,41874,5,0.64,3.1,2.9,96,129
138,40014,13,0.82,1.7,4.5,93,141
179,64393,50,0.6,4.2,3.8,117,201
141,50780,14,0.64,1.0,4.6,47,101
127,21969,41,0.59,2.8,2.4,102,162
155,40591,23,0.88,4.9,3.6,101,182
171,27222,28,0.76,4.4,4.5,60,162
191,39502,35,0.59,3.9,2.8,77,154
129,52002,45,0.86,1.0,4.5,42,133
187,33544,39,0.94,4.3,4.4,85,184
189,85586,0,0.62,4.0,2.6,110,140
163,45817,24,0.88,4.5,4.7,82,174
130,48914,9,0.81,2.3,4.4,35,105
189,74181,34,0.88,1.2,2.5,47,112
174,83493,8,0.68,3.7,4.5,93,151
172,95200,43,0.93,2.5,4.4,80,170
138,76784,15,0.94,1.1,4.5,64,119
184,68706,33,0.76,2.8,2.2,90,150
145,36046,9,0.93,1.9,2.8,77,114
177,68984,20,0.74,2.1,2.6,48,105
194,90805,45,0.58,1.8,3.6,79,152
190,73831,31,0.54,4.9,4.1,60,160
124,82550,36,0.82,3.0,2.3,45,125
102,24712,19,0.66,3.7,2.7,68,134
173,72734,49,0.88,2.9,4.2,75,176
190,33713,13,0.66,4.9,4.5,95,165
126,90843,44,0.83,4.5,4.4,77,185
188,36657,5,0.59,1.3,4.0,111,128
197,59581,1,0.58,2.1,2.6,96,108
194,25484,35,0.87,4.6,3.8,85,182
190,73752,8,0.9,3.1,3.1,107,145
110,40633,8,0.68,1.7,4.9,80,124
132,97197,33,0.72,2.6,4.5,58,143
193,21395,17,0.75,2.2,3.6,72,126
130,60801,9,0.71,2.8,2.0,91,121
166,46930,12,0.88,3.2,2.2,111,144
119,30216,34,0.56,4.8,3.7,55,155
115,65386,49,0.76,4.3,4.2,41,165
123,82188,41,0.9,4.7,4.1,89,191
123,73682,9,0.74,2.0,2.8,58,104
137,58434,2,0.88,3.9,4.5,113,162
173,27811,36,0.63,2.1,4.7,78,155
192,30540,27,0.56,2.9,2.7,83,137
181,75581,32,0.58,4.6,2.6,56,143
123,60158,18,0.53,1.7,4.0,30,96
109,57044,48,0.51,1.3,3.6,120,169
181,96519,32,0.74,1.2,4.4,110,159
112,53801,11,0.9,3.2,3.9,107,159
153,71091,22,0.67,4.8,4.5,110,184
112,65077,37,0.51,5.0,3.5,59,163
157,22046,39,0.54,2.6,3.6,60,140
115,51801,10,0.71,4.3,4.0,45,125
106,35337,35,0.8,4.0,4.6,50,157
183,72139,10,0.61,2.6,2.1,52,96
161,28204,10,0.95,1.3,4.2,65,112
190,79972,2,0.71,3.9,4.3,90,140
168,38849,43,0.63,2.4,2.7,91,152
170,42096,2,0.92,4.6,3.3,50,122
198,85821,44,0.62,4.1,2.8,58,154
121,35375,2,0.94,2.2,3.5,46,101
181,29837,29,0.79,1.1,2.6,82,125
111,75533,10,0.65,2.7,2.5,63,107
189,34450,46,0.52,2.5,2.7,49,134
146,84177,9,0.77,2.7,3.8,70,126
178,80929,14,0.85,4.7,2.4,74,140
184,24698,3,0.86,4.9,4.2,82,149
113,65032,15,0.55,3.2,2.5,77,121
124,80431,48,0.54,5.0,3.9,114,210
131,46507,40,0.59,1.1,3.9,74,138
144,35053,20,0.87,1.6,4.6,105,155
174,79826,29,0.84,4.9,2.7,84,165
173,73880,34,0.86,2.0,4.8,96,169
200,24771,6,0.6,1.6,3.1,96,117
193,81132,33,0.51,1.4,2.8,111,145
144,95093,48,0.51,4.6,4.2,108,199
148,83279,39,0.62,2.0,2.8,101,155
143,85945,36,0.62,3.9,3.6,47,143
103,88035,50,0.81,2.5,4.6,96,186
157,78783,7,0.73,4.7,4.2,118,175
101,29081,5,0.66,2.9,2.1,61,97
162,94039,33,0.63,1.6,2.7,38,109
142,30230,14,0.58,1.4,3.4,84,115
180,30753,7,0.75,3.4,2.2,79,118
133,60675,50,0.54,4.8,4.6,113,213
166,83067,22,0.69,2.1,2.7,73,122
113,72036,46,0.55,1.4,3.5,59,136
117,48743,9,0.62,1.7,4.5,62,112
192,49007,40,0.82,1.7,3.4,109,163
185,60014,37,0.52,2.4,2.4,57,122
166,62471,34,0.7,1.3,3.1,109,150
116,30417,37,0.63,2.5,4.9,105,176
111,99477,10,0.84,4.3,4.4,44,128
106,35610,10,0.68,3.7,2.6,78,129
177,24735,34,0.66,4.9,2.7,37,137
113,47532,29,0.79,3.0,3.1,37,120
132,25449,7,0.64,3.6,3.3,85,132
112,51123,45,0.55,2.6,4.5,87,171
131,30827,34,0.86,1.8,3.8,55,130
105,65448,21,0.56,1.7,3.5,32,94
143,41535,35,0.65,4.2,3.7,51,147
149,44804,14,0.65,3.3,3.4,110,156
127,84896,4,0.71,4.3,3.8,55,124
110,68128,5,0.86,2.4,2.4,48,94
127,71751,46,0.61,4.5,4.7,69,183
182,75508,17,0.68,3.5,2.4,47,114
150,39259,19,0.68,1.5,3.9,50,109
170,21092,44,0.56,4.9,3.5,80,180
170,95944,48,0.86,2.3,4.4,83,174
120,76123,41,0.54,3.8,4.9,69,167
108,37794,22,0.7,3.1,3.4,105,157
143,67288,5,0.55,3.9,2.4,92,130
159,99434,50,0.9,4.3,2.8,88,188
159,57860,19,0.57,1.3,3.5,65,107
105,31666,44,0.63,1.9,4.2,38,130
168,92005,34,0.88,2.2,3.6,113,170
152,74329,36,0.9,2.5,3.6,61,146
183,53808,18,0.7,3.7,4.8,35,125
179,98811,16,0.83,4.6,3.4,51,137
135,67647,21,0.53,1.1,2.7,109,128
199,61731,5,0.52,4.0,4.2,67,131
133,29381,15,0.59,5.0,3.5,51,132
131,55094,10,0.91,1.4,2.7,78,111
105,94392,4,0.87,3.9,2.9,59,117
187,81213,20,0.78,3.7,2.9,95,151
187,46805,40,0.66,2.5,2.4,75,145
152,47665,6,0.74,3.2,4.9,53,124
115,90831,16,0.58,1.1,4.2,114,142
193,98296,20,0.69,3.8,3.6,112,168
155,61307,4,0.73,2.1,4.9,109,142
184,87630,30,0.9,2.1,3.6,52,132
113,43545,11,0.89,1.7,2.4,89,116
161,93211,6,0.75,1.5,4.5,58,104
189,31527,49,0.85,1.2,3.3,48,133
100,91097,27,0.66,2.9,3.0,44,117
196,81334,41,0.95,1.9,2.0,42,122
166,53062,40,0.88,4.9,4.8,69,186
110,49310,35,0.78,2.1,2.8,35,118
102,81115,14,0.68,1.4,4.3,42,98
171,77392,27,0.75,2.2,4.5,58,135
155,86979,19,0.69,3.2,2.6,69,128
128,46842,24,0.56,1.0,2.8,118,138
152,77581,18,0.86,1.9,2.9,71,118
192,68990,3,0.73,2.9,2.0,80,112
153,30961,17,0.71,2.5,3.9,37,108
104,40042,20,0.7,1.3,2.8,63,106
116,91524,12,0.6,1.5,3.6,81,119
150,87674,29,0.52,3.4,3.2,108,165
103,22400,31,0.9,4.0,2.2,72,147
164,94134,3,0.83,2.5,2.9,43,95
148,33400,5,0.8,4.5,3.6,112,163
174,56317,50,0.74,1.4,4.4,51,143
163,33106,38,0.66,3.8,4.5,50,155
126,28614,9,0.89,4.6,2.8,113,164
145,67178,22,0.53,3.8,4.7,98,166
124,84454,2,0.83,4.6,2.4,104,146
113,45438,47,0.54,3.1,4.9,57,159
104,71630,24,0.56,2.3,2.1,108,136
107,44936,9,0.61,3.3,2.2,59,106
162,22126,8,0.81,1.1,3.2,43,87
160,37998,4,0.63,4.6,2.9,109,152
141,26694,14,0.88,4.1,2.7,93,147
144,61756,6,0.72,3.8,2.0,58,111
116,97870,23,0.53,3.1,3.9,91,147
169,82026,6,0.65,2.9,4.3,87,132
190,93134,16,0.93,5.0,2.5,96,164
190,47981,40,0.51,3.7,4.9,89,182
101,96275,50,0.74,3.8,2.5,115,193
117,60148,35,0.6,3.8,3.3,31,130
175,43551,17,0.81,4.2,3.1,51,131
192,28204,4,0.77,4.9,2.9,35,113
160,62320,3,0.8,2.7,4.4,56,114
190,21392,48,0.87,4.4,3.7,111,206
156,31742,19,0.72,1.4,4.8,111,153
129,54624,2,0.94,2.5,4.9,63,124
104,68725,48,0.81,2.6,3.3,70,160
161,30927,14,0.52,1.7,3.2,46,93
140,81837,17,0.6,1.3,3.9,81,123
156,29201,2,0.82,1.4,2.7,33,76
187,46071,50,0.53,2.6,2.1,118,172
143,99147,22,0.69,3.4,2.4,54,122
133,43056,30,0.64,3.3,4.2,74,156
167,57312,5,0.56,4.5,4.9,98,157
100,39160,16,0.8,2.2,3.3,55,111
103,69169,50,0.77,2.5,4.6,99,185
197,65252,22,0.86,3.3,2.9,84,144
180,72630,10,0.51,4.9,3.1,113,164
109,49154,14,0.76,4.8,2.7,45,128
112,71585,39,0.87,4.7,4.6,90,194
118,65727,0,0.81,2.3,3.0,68,106
122,21028,27,0.66,2.3,3.1,91,144
135,82162,16,0.69,3.8,2.9,79,136
108,33155,23,0.82,4.0,4.8,37,141
113,60112,32,0.66,1.9,2.9,77,131
163,71628,49,0.54,2.9,3.3,106,179
102,75504,29,0.68,1.0,2.2,64,111
150,31248,16,0.57,3.5,3.7,84,145
184,40672,14,0.66,2.6,4.2,47,113
121,84672,33,0.53,4.7,4.0,94,179
163,41745,46,0.87,4.7,3.4,83,190
182,80754,13,0.71,3.2,4.5,120,166
198,57673,31,0.82,2.1,3.1,118,165
130,36688,47,0.9,4.9,2.4,109,196
192,99081,8,0.69,4.4,3.2,84,138
195,51626,0,0.58,2.8,2.8,59,97
192,33005,20,0.95,5.0,4.9,75,172
105,65141,3,0.87,2.6,4.4,112,146
187,63534,29,0.54,1.3,4.4,72,132
183,93924,2,0.77,2.6,4.2,37,98
194,93402,38,0.89,1.3,3.1,65,132
109,55709,40,0.51,1.1,3.8,68,134
188,94068,28,0.55,2.3,3.4,109,155
160,41647,36,0.82,3.5,3.5,101,179
151,40005,20,0.72,4.5,2.8,42,129
112,89728,18,0.87,2.8,3.3,41,115
171,24103,16,0.57,3.2,2.1,80,123
193,60104,44,0.93,1.9,2.8,46,130
114,91288,40,0.59,1.2,2.6,116,153
139,88082,26,0.76,3.3,4.5,107,172
160,37147,26,0.87,4.6,3.7,104,179
177,94780,35,0.55,1.7,3.1,111,156
181,99475,28,0.6,4.6,2.7,107,174
138,97894,12,0.69,1.2,2.6,51,88
126,89051,1,0.62,3.7,4.1,42,107
167,42505,10,0.82,2.3,4.0,50,108
180,31788,31,0.64,4.3,3.5,86,167
149,47294,12,0.75,2.2,4.6,81,132
196,70498,13,0.82,4.1,3.9,48,128
155,49950,40,0.67,5.0,2.4,69,161
183,80985,37,0.53,2.1,4.7,119,175
198,87584,29,0.63,2.1,3.5,86,140
113,72289,25,0.81,3.0,3.8,90,158
189,46793,24,0.65,3.0,2.6,113,158
137,41192,2,0.66,4.9,3.3,74,136
113,40724,21,0.82,1.1,2.1,85,114
150,59875,34,0.76,3.8,4.3,103,181
128,36174,2,0.93,4.6,4.0,88,152
159,44223,23,0.79,3.2,4.0,82,150
200,62321,18,0.58,3.0,2.2,112,141
185,30624,22,0.58,2.2,2.8,105,141
146,93315,35,0.88,1.7,2.6,117,163
139,31809,26,0.67,2.7,4.7,53,132
162,48826,4,0.78,2.1,4.8,88,128
118,58615,16,0.94,1.9,3.2,65,120
166,46045,5,0.77,4.2,4.0,31,116
168,37549,42,0.55,3.7,4.4,94,180
183,33516,0,0.64,3.1,3.7,109,139
133,23695,2,0.83,1.0,2.6,76,97
114,62068,39,0.59,3.3,3.3,69,151
173,74189,5,0.64,4.1,4.3,118,161
192,61858,28,0.69,1.8,2.4,81,128
113,21210,43,0.53,2.2,2.9,74,146
139,96524,31,0.57,3.9,4.0,43,136
116,37868,45,0.52,4.2,2.2,88,165
178,35091,36,0.75,1.9,2.2,82,135
188,33929,44,0.89,4.6,2.5,53,156
169,80166,29,0.82,3.7,4.6,44,148
164,69837,3,0.5,1.5,3.1,33,73
105,22350,47,0.53,3.3,4.4,117,199
177,23518,24,0.79,2.0,4.4,109,158
177,70492,7,0.68,4.3,3.9,50,125
169,57533,21,0.56,2.1,4.8,59,126
149,80907,6,0.79,3.4,4.2,76,132
199,27244,4,0.75,2.3,2.1,119,130
167,50098,11,0.9,3.7,2.6,104,146
196,24120,8,0.53,1.8,3.3,90,120
197,59862,50,0.94,2.3,3.7,79,168
144,88860,36,0.76,2.1,3.3,85,151
170,37953,15,0.56,3.4,2.1,67,119
119,84686,46,0.86,4.7,4.3,46,175
101,25140,21,0.84,3.8,4.7,95,168
119,83269,12,0.78,4.1,2.9,99,148
101,88492,32,0.59,2.9,3.4,87,150
141,38463,15,0.57,3.7,4.9,46,131
190,60990,17,0.7,1.1,2.2,63,97
171,35323,35,0.8,2.9,3.8,67,149
159,99191,8,0.62,1.6,4.4,118,141
152,65766,16,0.6,1.9,4.2,49,107
151,21549,2,0.52,1.2,4.5,82,108
138,28409,21,0.71,1.3,2.5,70,110
179,72228,39,0.82,4.4,2.0,88,165
194,96915,23,0.74,1.2,4.0,58,114
159,66693,34,0.95,1.8,4.2,39,129
148,93845,34,0.71,3.5,3.8,118,185
179,85228,30,0.87,3.6,4.6,113,189
122,45770,31,0.65,2.6,4.5,105,169
136,48073,48,0.68,3.3,3.5,106,187
143,50108,48,0.93,1.9,2.2,97,164
149,74590,42,0.73,3.8,4.7,74,178
154,66212,44,0.68,3.8,4.1,108,192
162,44993,44,0.56,3.8,3.6,89,173
200,57041,26,0.88,2.7,4.3,83,152
132,45715,30,0.64,1.0,4.7,38,116
122,58081,31,0.65,1.3,3.2,117,154
133,77370,17,0.68,4.6,4.5,45,140
129,90255,25,0.68,2.0,3.1,53,113
128,45893,6,0.74,4.0,3.7,70,134
126,89861,42,0.73,5.0,4.9,58,181
194,48926,46,0.62,4.3,3.1,35,148
159,91538,17,0.61,4.1,3.1,85,147
187,24613,11,0.6,2.5,2.3,53,96
128,95184,36,0.87,1.4,2.8,59,123
152,34112,49,0.66,3.6,4.4,98,190
115,38037,8,0.66,3.2,2.7,106,139
120,29875,34,0.82,2.8,3.4,119,174
106,51241,17,0.89,1.8,3.3,44,102
165,45872,10,0.94,4.3,2.1,107,155
191,27977,17,0.59,4.7,3.9,114,177
188,22385,34,0.75,1.3,3.5,111,156
120,98262,38,0.79,3.1,4.7,101,179
168,34197,3,0.72,2.4,3.1,50,97
152,98633,16,0.6,1.0,3.2,77,111
175,68831,23,0.8,3.3,3.0,64,136
116,50069,50,0.69,3.5,2.6,80,169
193,63476,24,0.91,4.0,3.0,32,122
140,24100,7,0.73,4.9,4.0,57,133
196,43094,36,0.9,3.7,4.5,112,194
171,82652,17,0.77,4.3,4.5,38,137
178,29208,30,0.94,1.8,3.2,116,162
136,97153,33,0.82,1.5,2.9,86,139
146,32375,45,0.79,4.0,3.2,36,146
127,78112,32,0.7,4.4,3.5,120,187
106,77150,27,0.76,2.3,4.5,103,166
147,66676,15,0.77,3.2,3.9,45,122
159,48513,18,0.9,2.0,2.8,54,113
182,95632,0,0.83,2.4,4.9,46,107
105,89955,35,0.75,4.2,2.9,60,149
187,99247,12,0.71,2.6,3.1,37,100
125,54371,16,0.76,2.4,3.2,96,135
187,56814,41,0.94,1.2,2.8,74,136
131,60122,19,0.63,4.3,3.5,30,118
125,70477,38,0.59,4.3,3.8,62,163
156,25437,48,0.84,2.4,2.1,53,135
167,74615,39,0.88,3.8,2.7,75,159
169,48097,45,0.83,4.4,4.6,48,171
193,87839,7,0.9,3.2,4.8,83,148
113,75507,6,0.92,2.1,2.8,94,122
150,70025,29,0.58,3.7,4.1,95,170
176,44153,47,0.93,2.4,2.6,54,145
123,45856,35,0.89,2.2,3.5,70,146
186,97871,19,0.56,3.6,3.7,103,155
101,98977,32,0.52,4.7,2.9,35,134
186,22527,39,0.81,3.5,5.0,75,177
185,92812,30,0.66,3.4,2.0,56,127
197,72763,14,0.57,3.1,2.1,43,100
186,80582,10,0.93,1.2,3.8,32,88
173,73053,37,0.57,2.4,3.8,82,151
192,61974,6,0.58,4.4,3.4,99,148
127,67602,10,0.9,5.0,2.7,85,151
110,54336,1,0.57,2.0,2.8,84,104
120,78155,1,0.56,4.5,3.3,115,154
123,45025,30,0.72,1.3,2.9,119,148
164,78748,15,0.81,2.6,3.3,116,154
127,27556,23,0.65,1.5,3.5,84,131
145,75720,34,0.71,4.9,4.3,95,188
174,40386,18,0.7,1.8,3.0,36,94
105,34221,22,0.74,1.1,3.7,64,112
136,88431,4,0.73,4.5,3.4,103,152
160,72927,8,0.78,2.8,4.4,79,136
114,86357,30,0.77,1.6,2.7,103,144
178,99697,41,0.64,1.4,3.0,90,148
132,53008,2,0.56,3.4,4.7,72,129
162,40237,26,0.67,2.6,3.3,120,160
135,73143,47,0.78,4.8,4.4,37,171
100,47340,41,0.52,2.4,3.6,39,126
152,60789,30,0.71,3.2,2.0,48,118
103,38598,1,0.73,1.4,2.0,40,68
189,59242,24,0.51,4.4,2.2,99,156
155,23941,7,0.52,3.6,4.5,48,116
109,47917,33,0.74,4.3,4.5,92,182
200,66578,37,0.67,4.4,3.6,95,182
148,80990,2,0.7,2.2,2.4,96,111
139,78032,30,0.89,3.3,4.8,85,167
171,49716,13,0.64,2.3,2.9,108,138
154,49911,14,0.65,3.6,2.7,110,153
191,47926,18,0.78,4.4,3.6,61,140
107,51517,8,0.83,3.0,4.7,110,158
110,43466,42,0.82,2.2,3.4,61,143
119,63075,22,0.59,3.2,3.1,120,164
145,49119,44,0.65,2.9,4.3,73,165
142,36040,38,0.69,3.5,4.8,117,195
191,66784,9,0.82,4.4,3.5,68,138
183,45211,11,0.7,4.2,4.2,99,158
136,47273,11,0.74,2.9,4.0,36,109
167,71238,23,0.57,4.9,3.7,68,154
182,62315,36,0.65,2.5,4.1,112,174
152,68230,0,0.93,3.7,4.6,114,161
192,38912,42,0.62,4.2,4.0,58,165
199,56334,7,0.51,2.8,3.9,99,136
153,77300,35,0.7,3.5,3.1,67,149
157,61744,28,0.78,1.9,2.1,62,117
170,81366,49,0.71,3.6,2.6,47,146
111,71629,17,0.79,2.3,5.0,71,137
109,68518,38,0.61,1.0,4.4,71,139
149,31458,45,0.81,3.9,3.2,34,145
158,71384,50,0.51,4.5,3.3,44,160
168,70192,34,0.86,3.6,3.9,80,164
129,50771,34,0.55,3.7,3.2,74,155
112,82358,37,0.78,2.5,2.4,53,131
171,97416,47,0.55,1.2,3.8,41,128
191,91694,14,0.89,2.4,3.8,119,158
125,60158,5,0.88,1.0,2.7,88,106
175,83447,7,0.68,2.9,3.9,79,131
162,93433,23,0.63,4.0,3.6,30,124
100,85261,1,0.53,3.9,2.7,57,105
104,52582,36,0.73,1.7,2.6,61,122
106,29276,44,0.52,4.3,3.2,55,156
168,31363,13,0.66,1.8,2.7,120,136
191,50248,13,0.83,4.7,3.3,108,164
184,60710,43,0.75,3.8,2.2,47,143
112,67204,19,0.75,1.3,3.2,72,118
169,77165,6,0.94,2.4,4.4,111,147
132,59289,11,0.57,2.1,3.2,39,92
136,28493,27,0.74,1.6,2.1,43,97
136,53556,16,0.92,2.2,3.7,115,158
166,71730,38,0.82,3.7,4.4,56,157
123,57428,31,0.92,2.7,2.3,62,131
114,37095,23,0.67,4.3,3.1,86,155
192,40056,43,0.73,1.7,4.1,77,150
174,74280,15,0.73,1.2,3.3,74,115
100,84095,11,0.74,2.3,3.7,38,104
110,22344,36,0.74,1.6,2.9,93,147
184,41704,12,0.56,3.1,5.0,56,127
106,46153,20,0.73,1.5,2.5,60,106
113,47410,21,0.76,4.2,3.6,75,155
134,55882,41,0.91,3.5,2.5,56,147
141,21038,36,0.66,3.6,3.7,87,169
113,80339,1,0.85,2.8,4.1,112,149
178,36859,0,0.6,4.6,3.7,112,157
193,23757,15,0.92,2.7,2.1,30,94
173,62800,20,0.87,3.6,3.5,55,134
126,82681,19,0.84,3.5,2.7,49,118
100,31952,30,0.69,2.5,2.0,113,153
124,43386,30,0.63,1.7,3.3,106,151
195,36543,49,0.72,1.2,3.0,52,128
172,32898,18,0.87,1.5,4.4,107,149
185,74205,26,0.58,4.3,3.5,84,160
101,67553,41,0.56,4.3,2.6,85,167
180,87688,44,0.62,4.9,3.5,71,178
199,54257,4,0.86,3.3,4.3,40,111
118,44245,22,0.65,4.2,4.7,72,160
161,61924,11,0.74,1.0,3.4,33,81
158,77422,31,0.84,1.3,4.5,52,127
126,54402,31,0.71,3.2,4.7,64,151
193,37715,30,0.6,2.6,3.6,75,142
157,58160,40,0.93,1.0,3.1,87,144
114,58478,42,0.6,5.0,2.0,90,176
194,42716,43,0.85,3.6,3.0,111,183
151,99516,24,0.84,4.1,4.4,74,163
168,87078,30,0.93,1.9,2.5,92,145
145,48597,30,0.93,2.3,4.6,56,142
178,34647,12,0.6,3.5,4.5,101,153
121,35787,2,0.53,3.4,3.3,31,90
154,45133,14,0.92,2.5,2.5,86,127
116,66362,26,0.83,2.9,2.4,93,143
200,47308,22,0.95,1.9,3.2,51,117
127,83012,10,0.82,1.4,3.1,82,114
146,51990,2,0.8,3.9,4.8,55,129
142,25167,46,0.84,4.1,2.1,106,185
145,97803,32,0.9,2.5,3.2,61,135
118,76720,11,0.89,1.8,3.3,104,138
127,68845,14,0.86,1.1,2.1,51,87
109,57049,19,0.92,1.5,4.4,61,126
153,65813,31,0.91,2.2,4.3,70,150
126,45018,45,0.67,3.0,4.6,93,180
158,56676,31,0.93,1.7,2.8,98,149
192,46382,38,0.91,2.0,3.8,80,151
114,54970,35,0.93,4.7,4.8,100,202
105,55298,12,0.8,3.6,2.9,99,146
145,91935,30,0.71,1.7,4.6,55,134
111,79071,13,0.75,2.7,4.7,113,161
105,32835,48,0.65,1.7,4.2,103,171
